article,rev_id
Gennady Kazmin,1247505540
Ruslan Khasbulatov,1246697244
Vyacheslav Khizhnyakov,1197254982
Andrei Klepach,1248592965
Konstantin Oberuchev,1243416037
Daniil Konstantinov,1246620191
Gennady Konyakhin,1113703725
Valentin Korabelnikov,1243587448
Andrey Korotkov,1203823318
Konstantin Kosiakin,1245618968
Konstantin Kostin (politician),1224486565
Pshemakho Kotsev,1250357451
Mikhail Kovalchuk,1175060112
Sergey Kravtsov (politician),1225897389
Maxim Ksenzov,1234663795
Sergei Kukharenko,981865833
German Kuznetsov,1243509658
Mikhail Sergeevich Kuznetsov,1230685711
Vladimir Kvachkov,1232950617
Gennady Lebedev,1158618021
Igor Levitin,1243504922
Alexey Limanzo,1232122152
Adilgerei Magomedtagirov,1250125510
Mahammadtaghi Aliyev,1246567550
Alexander Sergeyevich Makarov,1171644418
Konstantin Malofeev,1245412090
Ahmed Malsagov (politician),1209631339
Evgeny Markin,1247738446
Yevgeny Maslov (politician),1187050981
Aleksandr Matovnikov,1250198315
Vladimir Medvedev (politician),1225813303
Yevgeny Miller,1248317099
Viktoriya Mitina,1152210619
Yuriy Molchanov,1214463635
Yevgeny Murov,1226607089
Muslim Khuchiev,1248224290
Valery Nazarov,1152212711
Magomed Omarov (politician),1250567591
Kongar-ool Ondar,1247642918
Mikhail Oseevsky,1150110632
Dmitri Osipov (manager),1248473597
Mikhail Pakhomov,1080823535
Alexey Pleshakov,1158232091
Andrey Podavalov,1197255313
Konstantin Polezhayev,1243514436
Anatoly Popov,1220415963
Viktor Rashnikov,1225909403
Vladimir Samozhenkov,1194226810
Valery Saykin,1232295149
Yury Semyonov,1228650556
Sergey Ochurdyapov,1230123216
Yevgeny Shaposhnikov,1245834317
Oleg Shishkin (politician),1229916955
Evgeny Shkolov,1236475217
Alexander Shkurko,1203800155
Aleksandr Shlyakhturov,1225906656
Sergei Smirnov (intelligence officer),1243511085
Yevgeny Solntsev,1241052040
Sergei Storchak,1152406729
Aleksandr Surat,1207744067
Konstantin Surikov,1213491122
Alexander Tarasov,1242552236
Sergei Tiulpanov,1219968086
Sergey Tsoy,1216160746
Dimitry Vasiliev,1171387268
Aleksandr Verkhovsky,1232801958
Sergey Verlin,1156541234
Lola Voronina,1163661885
Stanislav Voskresensky,1250005669
Oleg Vyugin,1206190790
Vasily Yakemenko,1248915061
Nikolai Yegorov (politician),1180943494
Vadim Zagladin,1238081098
Yury Zaostrovtsev,1246393275
Valery Zorkin,1246990507
Jacques Bihozagara,1140307476
Fulgence Nsengiyumva,1219242575
Jean-Marie Vianney Gatabazi,1226804014
Emmanuel Havugimana,1228471757
Patrick Karegeya,1245586717
Alexandre Lyambabaje,1170468510
Thomas Nahimana,1235038071
Fatuma Ndangiza,1215115865
François Ngarukiyintwali,1225574614
Manasseh Nshuti,1235371819
Bernard Ntaganda,1230534850
Valerie Nyirahabineza,1230744729
Dancilla Nyirarugero,1168220939
Tharcisse Renzaho,1103863452
Jean de Dieu Rurangirwa,1183647425
Protais Zigiranyirazo,1144520217
Robelto Hector,1176972122
Eustace John,1214783253
Shirley Skerrit-Andrew,1176970119
Hilford Deterville,1239360930
Henry Giraudy,1242478868
Ricky Skerritt,1250318110
Benarva Browne,1176248040
Kenneth John,1177305044
Gertrude Protain,1231988546
Alphonso Theodore Roberts,1198974259
Miguel Álvarez Castro,1225471880
Mario Antonio Andino,1171961571
Antonio Gutiérrez y Ulloa,1232042818
José Ramón Ávalos Navarrete,1207430683
Walter Béneke,1233484385
Reinaldo Carballo,1245814863
Fabio Castillo Figueroa,1209426449
Ernesto Antonio Claramount Roseville,1232852938
Héctor Dada Hirezi,1242670109
Carmen Elena Figueroa,1182289482
Manuel Flores (Salvadoran politician),1239189530
Hugo Lindo,1236826343
Gustavo López Davidson,1231944840
Román Mayorga Quirós,1171434505
José Antonio Morales Ehrlich,1231944861
Claudia Ortiz (El Salvador),1231969782
Aníbal Portillo,1114960545
Eeileen Romero,1231944785
Rubén Alonso Rosales,1249085177
José Gregorio Salazar,1229765870
Javier Simán,1242201651
Guillermo Ungo,1209426341
José Francisco Valiente,1170230028
José Arturo Vásquez Machado,1247468718
Juan Vicente Villacorta,1232029588
César Yanes Urías,1231944759
Xavier Zablah Bukele,1241139820
Sua Rimoni Ah Chong,1244197213
Le Mamea Matatumua Ata,1244204310
William Coe (governor),1244368584
Va'aelua Eti Alesana,1244197543
Lauaki Namulauulu Mamoe,1229475887
Tui Manuʻa Elisala,1161001032
Toleʻafoa Solomona Toʻailoa,1244203105
Tamaseu Leni Warren,1244203194
Abdullah bin Faisal Al Saud (1831–1889),1245670134
Abdullatif bin Abdulaziz Al-Sheikh,1247311135
Dahham ibn Dawwas,1249476465
Faisal bin Turki Al Saud (1785–1865),1245654920
Khalid bin Saud Al Saud (1811–1865),1247313877
Armand-Pierre Angrand,1061043624
Léopold Angrand,1176928408
Alioune Badara Cissé,1199936144
Landing Badji,1221300359
Cheikh Abdoul Khadre Cissokho,1226291269
Modou Dia,1093235453
Karamba Diaby,1248936838
Youssou Diagne,1122757499
Ibrahima Diallo (politician),1177650317
Alioune Diop,1233027724
Amadou Mame Diop,1247447514
Makhtar Diop,1243625708
Ngalandou Diouf,1244200749
Cheikh Sadibou Fall,1128458376
Abbas Gueye,1187261448
Maïmouna Kane,1112938840
Louis Le Gros,1183769164
Amadou-Mahtar M'Bow,1250208947
Abdoul Aziz Mbaye,1167669897
Alioune Badara M'Bengue,1246298766
Penda Mbow,1152886496
Mamadou Bamba Ndiaye,1180233069
Marième Ndiaye,1233246343
Ndioro Ndiaye,1229876012
Khalilou Sall,1109928120
Alioune Sarr,1131649220
Assane Seck,1243288959
Léopold Sédar Senghor,1248475218
Louis Jacques Senghor,1093235015
Fatimata Seye Sylla,1199198709
Moustapha Sourang,1229875469
Branislav Andjelić,1216083276
Dragan Andrić (politician),1215341163
Ljiljana Beronja,1215345234
Sava Bjelanović,1248639747
Radmilo Bogdanović,1248776436
Adam Bogosavljević,1231411435
Dragoslav Ćirković,1067963386
Jovan Ćirković,1123984236
Dobrica Ćosić,1244959827
Branislav Crnčević,1216623573
Jovan Dejanović (politician),1243511775
Stojimir Dobrosavljević,1241316637
Petar Dobrović,1249171129
Đura Dokić,1219748435
Panta Draškić,1241316628
Danica Drašković,1250515868
Milorad Drašković,1243519469
Željko Fajfrić,1226700669
Vlada Ilić,1243519452
Trivo Inđić,1122747074
Antonije Isaković,1226317296
Golub Janić,1179504119
Dragić Joksimović,1100853216
Dragutin Jovanović-Lune,1226933273
Dragan Jovanović (Yugoslav politician),1110036654
Stevan Knićanin,1249043914
Milan Komnenić,1243511522
Josif Kostić,1207040998
Drago Kovačević,1106827460
Milan Kovačević,1214993232
Bogoljub Kujundžić,1227405941
Ognjen Kuzmanović,1165558351
Panta Lunjevica,1249895893
Čedomir Marjanović,1165566258
Svetozar Marković,1249169192
Dobrica Matković,1178306655
Bogdan Medaković,1202961657
Miroslava Milenović,1174745856
Stevan Milosavljević,1072287796
Jevrem Nenadović,1233236004
Radovan Ničić,1099986846
Medo Pucić,1209507523
Zoran Radojičić,1243519591
Miloš Radosavljević (politician),1216209091
Žika Rafajlović,1245830899
Dušan Salatić,1152346392
Aleksandar Sandić,1233289717
Miloš Savčić,1244519801
Arsenije Sečujac,1246835742
Stojan Simić,1222137325
Milan Smiljanić (priest),1247970488
Jovica Stanišić,1243519332
Dragiša Stojadinović,1178306734
"Nikola Stojanović (politician, born 1880)",1208982210
Savo Štrbac,1222101781
Ilija Šumenković,1160296340
Ranko Tajsić,1170120242
Teodosije Maričević,1232443957
Mirko Tepavac,1243511560
Miloš Trifunović (politician),1243519233
Miloš Trivunac,1249536547
Dimitrije Tucović,1249503722
Milorad Unković,1243519686
Jovan Valenta,1147361812
Aleksandar Vasić (politician),1219518076
Dragan Velikić,1241200402
Đorđe Vojnović,1201926443
Milorad Vučelić,1226407894
Gavro Vučković Krajišnik,1107975991
Milija Zdravković,1231464971
Dušan Zelenbaba,1240611479
Petar Živković,1244369087
Charles Bastienne,1076671631
Wallace Cosgrow,1208919956
Didier Dogley,1236082048
Errol Fonseka,1235434444
Joel Morgan,1190556649
Satya Naidu,1242656872
John Amadu Bangura,1242154948
Arnold Jonathan Bishop-Gooding,1248518628
Christopher Okoro Cole,1242261320
Moinina Fofana,1150967706
Momoh Gulama,949562875
Sheik-Umarr Mikailu Jah,1245194292
Mohamed Wurie Jalloh,1230927199
Henry M. Joko-Smart,1236239051
Yahya Kanu,1229494641
Danda Mohamed Kondeh,1229753869
Henry Josiah Lightfoot Boston,1242154971
Émile F. Luke,1240785376
Henry O. Macauley,1229932778
Alie Badara Mansaray,1158873914
Mohamed Kamarainba Mansaray,1105894039
Solomon Musa,1078399680
Thomas Peters (revolutionary),1188215384
Bai Kelfa Sankoh,1163409287
Tinga Seisay,1227392405
Nancy Steele,1138409597
Valentine Strasser,1213633579
Alpha Timbo,971644466
Andrew Kuan,1173399298
Lim Han Hoe,1162078233
Ooi Boon Ewe,1246674872
Rajabali Jumabhoy,1225577335
Tibor Bastrnák,1241436480
Dagmara Bollová,1247408245
Karol Dembovský,1176694907
Ľubomír Dolgoš,1207710646
Vladimír Faič,1230180876
Rudolf Filkus,1165978468
Ján Francisci-Rimavský,1243155672
Milan Haborák,1243262444
Ivan Hopta,1172531464
Jozef Miloslav Hurban,1240752033
Dušan Jarjabek,1230180917
Andrea Kalavská,1247404602
Ján Kollár,1228887791
Magda Košútová,1235907399
Ján Krošlák,1214335127
Ivan Lesay,1224200607
Ivan Lexa,1230180928
Ján Lunter,1105947402
József Nagy (politician),1224768389
Viliam Novotný,1195822277
Štefan Osuský,1250297617
Gabriel Palacka,1230180954
Lucia Plaváková,1247445090
Jozef Pribilinec,1230117870
Ján Richter,1230254036
Tatiana Rosová,1235907524
Jozef Sivák,1221991531
Radovan Sloboda (politician),1235513126
Ľudovít Štúr,1245572786
Jaroslav Svěchota,1115512326
Ľubomír Vážny,1237144131
8th National Assembly of Slovenia,1249160149
Mark Boris Andrijanič,1198352017
Joseph Emanuel Barbo von Waxenstein,1230326241
Tatjana Bobnar,1184611030
József Borovnyák,1237351064
Klemen Boštjančič,1218026356
Uroš Brežan,1232181073
Ivan Cankar,1245475637
Jože P. Damijan,1177335389
Lambert Ehrlich,1182674076
Sanja Ajanović Hovnik,1184611485
Johann Nepomuk Hradeczky,1030361090
Božidar Jakac,1249350013
József Klekl (politician),1185528975
József Klekl (writer),1230784400
Alojz Kovšca,1217863750
Jožef Krajnc,1239252872
Ivan Kramberger,1230833935
István Kühár,1185528946
Matija Majar,1195006555
Andrej Marinc,1249146653
Matej Arčon,1232181251
Anton Novačan,1208186784
Igor Papič,1240222916
Dominika Švarc Pipan,1231574449
Jože Podgoršek,1100530431
Jožica Puhar,1217860670
Dušan Šinigoj,1242440118
Matija Škerbec,1180682572
Alenka Smerkolj,1172950113
Emilija Stojmenova Duh,1246237465
Patricija Šulin,1188651207
József Szakovics,1237352671
Vilmos Tkálecz,1212265925
Ludvik Toplak,1215540371
Asta Vrečko,1239433404
Anton Fran Wagner,1228384804
Nestor Ghiro,1223783811
John Dean Kuku,1146487474
Doreen Kuper,1071176674
Eric Lawson (politician),1103173015
John Maneniaru,1224038513
Andrew Manepora,1191281042
Julian Moti,1220965405
Bartholomew Parapolo,1222021153
Daniel Suidani,1244108597
Anthony Veke,1249903984
Joseph Waleanisia,1103157537
Ajilon Jasper Nasiu,1221556312
Hassan Adan Wadadid,1242398633
Mohamoud Diriye Abdi Joof,1171759998
Abdillahi Fadal Iman,1108538185
Ahmed Abdisalam Adan,1243727922
Abukar Umar Adani,1195269235
Abshir Aden Ferro,1249386156
Aden Isaq Ahmed,1241124928
Abdulahi Ahmed Afrah,1062657842
Abdirahman Ahmed,1024854466
Abdullahi Mohamed Ali,1244290824
Awad Ahmed Ashareh,934134220
Ali Abdi Aware,1238577757
Abdurahman Abdullahi Baadiyow,1226329759
Balal Mohamed Osman,1229646022
Hussein Hagi Bood,1106104619
Abdi Hassan Buni,1186251111
Abdikarin Dahir,1240850209
Abdikarim Dhaaye,1177315930
Ali Dhere,1238211507
Ahmed Farah Dualeh,1231104858
Mohamed Omar Dubad,1138175757
Osman Dubbe,1167452006
Mohamed Ali Facaye,1183837827
Abdulcadir Gabeire Farah,1127388256
Abdulrahim Abby Farah,1233766067
Ahmed Moalim Fiqi,1232330437
Mohamud Abdi Gaab,1250648846
Ahmed Gacmayare,1154853671
Garaad Abdulahi Garaad Soofe,1185995272
Garad Adan Bin Kooshin,1225232336
Jama Mohamed Ghalib,1250294464
Draft:Guled Bihi Abdi,1241700679
Ibraahim Guure,1243240858
Yusuf Ahmed Hagar Dabageed,1188398539
Zakaria Mohamed Haji-Abdi,1205851984
Hassan Nur Elmi,1229588066
Mohamed Ali Hassan,1158685492
Sadak Omar Hassan,1218256927
Ali Yusuf Hosh,1235398629
Abdirahman Haji Aden Ibbi,1223694493
Hanifa Mohamed Ibrahim,1233626945
Ibrahim Artan Ismail,1243243246
Mohamed Sheikh Ismail,1009328790
Yusuf Mohamed Ismail,1217119391
Abdihamid Sheikh Abdisalam Isse,1211653922
Ahmed Sheikh Jama,1241971490
Bashir Mohamed Jama,1236987408
Farah Ali Jama,1217078017
Abdirahman Janaqow,1202660894
Abdirizak Jurile,1220585287
Muna Khalif,1240386667
Mohammed Awale Liban,1250655234
Abdihakim Luqman,1236505010
Maslah Mohammed Siad Barre,1246397242
Hassan Moalim,1223156433
Mohamed Ahmed Sheikh Ali,1226025037
Abdinur Sheikh Mohamed,1048396818
Mohamud Sayid Aden,1244503224
Muḥammad ibn 'Abdallāh Hassan,1250286037
Gobsan Muhumed,1243657457
Abdullahi Mohamed Nur,1249185426
Haji Ibrahim Nur,1089443067
Mohamed Ali Nur,1173362453
Abdilqadir Ali Omar,1249795421
Daud Mohamed Omar,1238075905
Mustafa Mohammed Omar,1246360389
Abdirahman Dahir Osman,975462878
Djama Rabile Ghod,1185856641
Said Mohamed Rage,1220698202
Abdulkadir Sheikh Sakhawudeen,1249819962
Yusuf Osman Samatar,1180587249
Mohamed Adan Saqadhi,1214578040
Aden Saran-Sor,919377968
Ali Sheegow,1175813709
Said Hassan Shire,1191019702
Mohamud Siraji,1232856605
Hawo Tako,1244646660
Khalif Mumin Tohow,1171423321
Omar Ismail Waberi,1140507231
Deeq Sulaiman Yusuf,977166270
Abdilahi Husein Iman Darawal,1171760173
Abdirahim Ali Ismail,1189471410
Mohamed Yusuf Abdirahman,1056374599
Abdullahi Abdi Omar,1167729311
Ahmed Aw Dahir,1062918876
Mohammed Ahmed Alin,1163226753
Buurmadow,1249135870
Mohamed Abdi Dhinbil,1186067971
Abdikarim Adan Haji Diriye,1211158919
Ahmed Mohamed Gulaid,1244415143
Dayib Gurey,1230707703
Suleiman Hassan Haddi,1080321751
Abdiaziz Hussein Hassan,1050666572
Hersi Ali Haji Hassan,1246274637
Abdiqani Mohamoud Jidhe,1249819942
Mohamed Hussein Jama,1187600994
Nafisat Yusuf Mohammed,1013484175
Ismail Haji Nour,1243384984
Osman Saleban Jama,1073933365
Jibrell Ali Salad,1086444472
Faysal Ali Warabe,1245565775
Dulton Adams,1159756311
Bongani Baloyi,1244353459
Japie Basson,1216786719
Christiaan Frederik Beyers,1246853229
Bongani Bongo,1241954393
Shaun Byneveldt,1226295703
Marshall Campbell,1245674826
Badih Chaaban,1227519178
Geoffrey Cronjé,1243421353
Rowan Cronjé,1248935419
David Dichaba,1174702820
Cathy Dlamini,1235566176
Nhlanhla Lux,1210051518
Stephanus Jacobus du Toit,1250244949
Elijah Mdolomba,1157964376
Jennifer Ferguson,1217966345
Frederick Smith (South African politician),1236955193
Benjamin Greenacre,1246187242
Owen Horwood,1219703595
Danie Hough,1139511588
Henry Charles Hull,1249976624
Davidson Don Tengo Jabavu,1186373019
John William Jagger,1164884865
Christina Jasson,1247391424
Makhosi Khoza,1247585467
Joel Krige,1228754883
Johannes Christoffel Krogh,1184919356
Dawid Kruiper,1249791603
Cornelis Jacobus Langenhoven,1244010267
Louis le Grange,1236638243
Maruping Lekwene,1233190748
Lindiwe Mabuza,1242817853
Elizabeth Mafekeng,1247393179
Mmusi Maimane,1241103024
Geoff Makhubo,1225679410
Mabel Malherbe,1246187297
Neo Maneng,1233538182
Themba Maseko,1246257695
Bandile Masuku,1209123522
Qaqambile Matanzima,1244192469
Khayelihle Mathaba,1084880305
Thabo Mbeki,1249110529
Graham McIntosh,1229441400
Ntombi Mekgwe,1229205346
Jan Meyer,1236955214
Clarence Mini,1247395705
David Mkhwanazi,1247715431
Wilton Mkwayi,1247400130
Zwakele Mncwango,1244193047
Khethiwe Moeketsi,1241959402
Silas Molema,1087407617
John Moodey,1229524202
Frederick Moor,1161587837
Viola Motsumi,1233386142
Dali Mpofu,1244979306
Mpumi Mpofu,1217400914
Bongani Msomi,1168741905
Sankie Mthembi-Mahanyele,1247392190
Jay Naidoo,1250478359
Prema Naidoo,1247392973
Sister Bernard Ncube,1247392980
Mandla Nkomfe,1146001817
Sibongile Nkomo,1158222491
Thami Ntuli,1247658777
Stafford Parker,1228912274
Penny Penny,1242734407
Rebecca Phaladi-Digamela,1135223262
Pieter Gysbert Noodt,975860917
Amichand Rajbansi,1246417697
JN Reddy (politician),1244194513
Zamani Saul,1212693522
Helen Sauls-August,1244192570
Charles Saunders (colonial administrator),1247585508
Floyd Shivambu,1246002695
Archie Sibeko,1182859312
Letitia Sibeko,1247394828
Edward Philip Solomon,1232021267
Max Sonnenberg,1219861485
Walter Stanford,1236955401
Richard Stuttaford,1233145063
Michael Tellinger,1177406709
Thulasizwe Thomo,1242055258
Moses Twebe,1084874768
Andries Waterboer,1231371989
Nicolaas Waterboer,1215486445
Alan Winde,1235103533
An Kyung-duk,1215785399
Bae Deok-kwang,1210762609
Cha Myong-jin,1248053978
Chang Jung-sook,1211885011
Chang Sŏng-man,1211885084
Cho Jeong-sik,1248055796
Choi Bae-geun,1248055386
Choi Gyung-hwan,1211890387
Choi Hye-young,1248055430
Choi Jong-won,1243716877
Choi Sae-hwang,1170460727
Chun Yung-woo,1211894746
Chung Woon-chun,1248054380
Ha Tae-keung,1242619974
Han Sun-kyo,1248054350
Hong Moon-jong,1228163146
Hwang Young-cheul,1212684775
Hwangbo Seung-hee,1248060797
Jang Kyung-tae,1248060371
Jang Sung-min,1248053120
Jang Tae-wan,1248685977
Jee Man-won,1214758329
Jeon Kwang-hoon,1250378864
Jeong Seung-hwa,1249809187
Kang Sung-hee (politician),1212134475
Kang Yong-suk,1211216893
Kim Choong-soo,1210984562
Kim Eun-hye (politician),1248060805
Kim Hyung-shik,1248054490
Kim Jae-yeon (politician),1250111695
Kim Jong-hoe,1248054399
Kim Jong-hwan (military officer),1214762134
Kim Joon-kyo,1248054262
Kim Jung-hwa (politician),1212149322
Kim Nam-kuk,1248055448
Kim Se-jin (politician),1216840135
"Kim Seon-dong (politician, born 1967)",1248491631
Kim Woong,1248060762
"Kim Young-bae (politician, born 1967)",1248248014
Yun-Tae Kim,1210823326
Koo Yun-cheol,1212159657
Kook Jong-nam,1228800740
Kwak Sang-hoon,1245683465
Kweon Seong-dong,1219159232
Lee Baek-yun,1212261224
Lee Cha-su,1212685987
Lee In-je,1248052580
Lee Jung-woo,1212529450
Lee Keun-shik,1248055313
Lee Sang-kyu,1212686631
Lee Tae-bok,1238348498
Min Jong-gi,1242905318
Moon Sung-hyun (politician),1237353584
Moon Sung-keun,1241282811
Noh Hyeong-ouk,1212687617
Oh Gi-hyoung,1248063346
Oh Shin-hwan,1215046755
Pak Tongjin,1209936561
Park Jong-sun,1203429219
Park Joo-hyun (politician),1212681216
Park Ju-won (politician),1239331399
Park Jun-young (government official),1212688133
Park Kwang-on,1248053988
Park Myung-keun,1212688343
Seonu Hwi,1235438354
Shin Jeong-yil,1227149477
Shin Seong-il,1234392094
Song Ja,1210545243
Song Ki-seok,1248053538
Song Young-jin,1197352077
Won Sehun,1218114176
Woo Hee-jong,1248055379
Yeo Sang-kyoo,1248054287
Yun Chi-chang,1214785611
Yun Hee-suk,1248060366
Yun Il-seon,1221352139
Yun So-ha,1214500724
Yun Young-sun (minister),1214785975
Anisia Achieng,1223223050
Elizabeth Acuei Yol,1219648005
Wol Akec Akol,1093916563
Mayol Kur Akuei,1213647572
Alfred Futiyo Karaba,1225251895
Jacob Aligo,1178261933
Michael Lado Allah-Jabu,1215107662
Augustino Kiri Gwolo,1229325134
Paul Malong Awan,1233385951
Joseph Bakosoro,1189798127
Tito Biel,1055829953
Joseph Bol Chan,1195579149
Abraham Makoi Bol,1187621034
Bona Malwal,1235651454
Peter Cirillo,1233240748
Cirino Hiteng Ofuho,1173314826
Deng Deng Akuei,1175265686
William Deng Nhial,1229366536
Aldo Deng,1238472619
Ronald Ruai Deng,919609685
Teker Riek Dong,918811425
John Malish Dujuk,1146507746
George Echom,1119848234
Jacob Kuwinsuk Gale,1108503934
Naphtali Hassan Gale,1233313021
Joseph Garang,1119716991
Isaac Cleto Hassan,1235672248
Sarah Cleto Hassan,1220786528
Moro Isaac Jenesio,1218075053
Jieng Council of Elders,1234296589
George Kongor Arop,1249045192
Baba Medan Konya,919549108
Abudhok Ayang Kur,1167584381
Alex Latio Elia,1219357849
Natisio Loluke,1133325629
Martin Elia Lomuro,1159039404
Joseph Lual Acuil,1063289231
Luigi Adwok,1171543658
Mabior Garang De-Mabior,1250608232
Rin Tuec,1192898844
Moses Kacoul Machar,1151274280
Manasseh Magok,1217520697
Simon Mijok Majak,1250096002
Madang Majok,930031820
Abraham Gum Makuach,1225529087
Zakaria Matur Makuer,1193125145
Juma Ali Malou,1185968456
Africano Mande,1249472514
Mary Mawai,1202620554
James Ajongo Mawut,1247863771
Peter Mayen,1224366785
Afikaano Monday,919576350
Joseph Monytuil,1133136974
Paulino Matip Nhial,1227687707
Elias Waya Nyipuoc,960248404
Paulino Lukudu Obede,1243801134
Bona Panek,919581650
Ajonye Perpetua,1242434443
Simon Kun Puoch,1226454859
Puot Kang Chol,1216135728
Patrick Raphael,1219647987
Siricio Iro Wani,1215348942
Tong Akeen Ngor,1229088378
Dier Tong Ngor,1236112844
James Tor Monybuny,1177484677
Elias Nyamlell Wako,1244019887
Augustino Jadalla Wani,1222765171
Juma Saeed Worju,1250095994
Justin Yak,1241604463
Patrick Zamoi,1162680534
Claro Abánades López,1227200999
Joaquín Abarca,1033407869
Domingo de Acassuso,1244200942
Luis Alarcón de la Lastra,1212186504
Gil Álvarez Carrillo de Albornoz,1249253793
Tomás Allende,1225374044
Luis Almarcha Hernández,1212187829
Alonso III Fonseca,1249363363
"Fadrique de Toledo, 1st Marquess of Valdueza",1246276424
Fadrique Alvarez de Toledo y Ponce de León,1232331231
"Fernando Álvarez de Toledo, 3rd Duke of Alba",1249404813
García Álvarez de Toledo y Osorio,1243820129
"García de Toledo Osorio, 6th Marquess of Villafranca",1242065267
Manuel Joaquín Álvarez de Toledo,1234633595
"Pedro de Toledo Osorio, 5th Marquess of Villafranca",1185175145
Diego de Alvear y Ponce de León,1109548816
Martín de Álzaga,1242284347
Mario Arana,1248345511
Ramón de Aras Jáuregui,1225960138
Alfonso Ardura,1239244518
Buenaventura Carlos Aribau,1241430575
Manuel de Aróstegui Sáenz de Olamendi,1222718418
Anna Arqué i Solsona,1227092865
Antonio Arrúe Zarauz,1249171201
Alberto Aznar,1239244515
Vicente Bacallar,1157092874
Ignacio Baleztena Ascárate,1226871737
"José Baquíjano y Carrillo, Count of Vistaflorida",1239358433
Miguel Barroso Ayats,1199053571
Alfonso Soriano Benítez de Lugo,1222085341
Joseph Blás de Gainza,1237282903
Juan Antonio Bolea,1100828029
Gaspar de Borja y Velasco,1249278053
Alberto Bosch y Fustegueras,1222273738
"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",1222965894
Blas Camacho,1101437075
José Manuel Campa,1250195353
Carlos Cañal y Migolla,1247065861
Antonio Carro Martínez,1104381249
"Nicolás de Carvajal, Marquis of Sarria",1239399581
Francesc de Castellví i de Vic,1247845408
"Juan Francisco de la Cerda, 8th Duke of Medinaceli",1180262117
"Luis Francisco de la Cerda, 9th Duke of Medinaceli",1244697451
Ramón Chíes,1229508444
Diego Clemencín,1231354870
Octavio Cuartero Cifuentes,1225783850
"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",1237178682
Rafael de Mendizábal Allende,1243973381
Juan Donoso Cortés,1242935889
Carles Duarte i Montserrat,1198285042
Julián Elorza Aizpuru,1240818582
Juan de Escobedo,1230344651
Gaspar de Espinosa,1236908465
Víctor Eusa Razquin,1241488542
Carlos Fabra Carreras,1239574422
"Diego Felipez de Guzmán, 1st Marquess of Leganés",1206053852
Evaristo Fernández de San Miguel,1240676368
Miguel Ángel Fernández-Palacios,1223713147
Antonio Flores de Lemus,1069012803
Josep Fornas,1100828052
Chato Galante,1226438941
Guillermo Galeote,1150269450
Mar Garcia,1246159813
Álvaro Gil-Robles,1229529392
Juan Carlos Guerra Zunzunegui,1104380457
"Gaspar Méndez de Haro, 7th Marquess of Carpio",1241147612
"Pedro Henriquez de Acevedo, Count of Fuentes",1150802341
Pedro de Herrera,1059696308
Eleazar Huerta Valcárcel,1225797093
Alonso de Idiáquez y Yurramendi,1239332087
Blas Infante,1232417015
Erasmo Janer Gironella,1221936125
Manuel Jiménez de Parga,1245719803
Hernando de Lerma,1212104966
José Pascual de Liñán y Eguizábal,1224412530
Pero López de Ayala,1150849598
Luis Rosado Bretón,1156485593
Álvaro de Luna,1243332684
"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",1163078004
Juli Marial Tey,1182696836
Marquis of Amboage,1220853317
Dolors Martí Domènech,1221176889
José Luna Meléndez,1225807985
Luis Méndez de Haro,1243477890
Bernardino de Mendoza,1245653702
Marcelino Menéndez y Pelayo,1245487601
Luis Minguela,1164369400
Salvador Minguijón Adrián,1226876537
Pep Mòdol,1104404965
Rafael Molera,1248365842
Guillermo Morphy,1228639807
Pere Navarro Olivella,1177249853
Trinitat Neras i Plaja,1228644300
Juan Everardo Nithard,1245200718
Pablo de Olavide,1158835762
Álvaro d'Ors Pérez-Peix,1249899212
Román Oyarzun Oyarzun,1235475298
Juan Pacheco,1243332699
Juan Palarea Blanes,1241607000
Berenguer de Palou II,1186657248
Javier María Pascual Ibañez,1249112719
Pedro Antonio de Aragón,1219603807
Juan Manuel de la Peña Bonifaz,1249716627
Antonio Pérez Crespo,1221357654
Antonio Pérez (statesman),1248626781
Manuel Pizarro Moreno,1242934173
Luis Gabriel Portillo,1245598382
Pablo de Porturas y Landázuri,1240726735
Jesús Quijano,1177450947
Domingo Ram y Lanaja,1240004197
Luis de Requesens y Relat,1231552001
Galceran de Requesens y Santa Coloma,800277980
Rafael del Riego,1221860007
Miguel Romero (activist),1069043798
Julio Ruiz de Alda,1245604174
Alfonso Rus,1209070934
Gabriel von Salamanca-Ortenburg,1248329683
Sampiro,1181106953
Rafael Sánchez Guerra,1237052549
Belén de Sárraga,1225826824
José Sisto,1092505399
Pedro Soto (politician),1099628635
"Juan de Tassis, 1st Count of Villamediana",1237348476
Francisco Elías de Tejada y Spínola,1240811856
José Perelló Torrens,1188172684
Arantza Urkaregi,1237941525
Fernando de Valdés y Salas,1233552005
Mauro Varela,1161077572
Rodrigo Vázquez de Arce,1234472572
José Joaquín de Viana,1238088449
Narcís Vinyoles,1215856775
Pedro Vives,1223572479
Alberto Zarraoa,1243871603
Mariano Zufía Urrizalqui,1231889136
Somawansa Amarasinghe,1243073099
Chanaka Amaratunga,1241483000
Kumari Balasuriya,1231601129
W. E. Boteju,1249868654
Simon Casie Chetty,1179725774
Cissy Cooray,1219814539
Shirley Corea,1248778602
